"","knr2017","kommune","Year","Wild_reindeer","Semi_domestic_reindeer","Moose","Red_deer","Roe_deer","Musk_ox","Sheep","Cows","Heifer","Goat","Horse"
"3257",2002,393,1949,0,29.1568251780822,0,0,0,0,1.83004126630137,1.22746337452055,0.67602159890411,0.154811524246575,1.26050991945205
"3258",2002,393,1959,0,40.6839524931507,0,0,0,0,1.35010834684932,0.0296144996712329,0.013719452139726,0,0.332963970958904
"3259",2002,393,1969,0,30.7522830684931,0,0,0,0,4.88365902739726,0.942764679178082,0.168578610191781,0,0.0551964638630137
"3260",2002,393,1979,0,56.4657833972603,0,0,0,0,6.24636878082192,0.357418153972603,0.210723262739726,0,0
"3261",2002,393,1989,0,89.1845298630137,0,0,0,0,12.6119175616438,0.0284158532328767,0,0,0.0600583285479452
"3262",2002,393,1999,0,57.2798473150685,0,0,0,0,11.9367814547945,0,0,0,0
"3263",2002,393,2009,0,81.5961472328767,0,0,0,0,11.1678764438356,0,0,0,0
"3264",2002,393,2015,0,65.0177062191781,0,0,0,0,14.5248032,0,0,0,0
"3265",2003,388,1949,0,29.1568251780822,0,0,0,0,6.26321383561644,13.8071468164384,7.67163969041096,0,1.25319806054795
"3266",2003,388,1959,0,40.6839524931507,0,0,0,0,7.4742346630137,8.21361389863014,3.3783589890411,0,0.483790275616438
"3267",2003,388,1969,0,30.7522830684931,0,0,0,0,8.61512983835616,2.29543145780822,0.561433769041096,0,0.0606553455068493
"3268",2003,388,1979,0,56.4657833972603,0,0,0,0,5.13973579726027,0.756503770684932,0.43237808,0,0.0335560499178082
"3269",2003,388,1989,0,89.1845298630137,1.76968153,0,0,0,11.6543034328767,0.478745881643836,0.545708598356164,0,0.028344892109589
"3270",2003,388,1999,0,57.2798473150685,5.562959934,0,0,0,12.3025476383562,0.472002981917808,0.359258160547945,0.280336650410959,0.0229728601780822
"3271",2003,388,2009,0,81.5961472328767,5.372490017,0,0,0,16.9436003561644,0.23600149090411,0.176218401561644,0.0250691596849315,0.0124852500986301
"3272",2003,388,2015,0,65.0177062191781,2.332587568,0,0,0,17.5354754986301,0.28657323890411,0.284223228219178,0.00835638656164384,0.0624262504931507
"3377",2025,361,1949,0,29.1568251780822,0,0,0,0,5.22291858082192,5.26634224109589,4.05819782465753,0.0121085357315068,1.09758556876712
"3378",2025,361,1959,0,40.6839524931507,0,0,0,0,4.70355576712329,5.3650090739726,2.44316605342466,0,0.491367852876712
"3379",2025,361,1969,0,30.7522830684931,0.333122123,0,0,0,8.97285962465753,2.9169109890411,0.471802385205479,0,0.0318770097808219
"3380",2025,361,1979,0,56.4657833972603,0.286462318,0,0,0,8.33547419726027,1.26392547534247,0.689599136986301,0.00294871077260274,0.0154393630684931
"3381",2025,361,1989,0,89.1845298630137,0.861607445,0,0,0,7.82559664657534,0.519299123835616,0.528260048767123,0,0.0322023476986301
"3382",2025,361,1999,0,57.2798473150685,5.634933264,0,0,0,8.18556804383562,0.194737171452055,0.232025822547945,0.00236869352876712,0.0144231258520548
"3383",2025,361,2009,0,81.5961472328767,13.32399583,0,0,0,6.20572536712329,0.33267600109589,0.532637894520548,0,0.0180289073150685
"3384",2025,361,2015,0,65.0177062191781,15.83212045,0,0,0,5.87751615342466,0.186623122630137,0.344755349589041,0,0.0300481788493151
"3385",2027,234,1949,0,29.1568251780822,0,0,0,0,3.59811004383562,5.80636223561644,4.18196698082192,0,1.05655055287671
"3386",2027,234,1959,0,40.6839524931507,0,0,0,0,2.28047721342466,4.93004604109589,1.58972990356164,0,0.387165467123288
"3387",2027,234,1969,0,30.7522830684931,0.928636455,0,0,0,2.65696304410959,0.787423938630137,0.343486811232877,0,0.0247842381232877
"3388",2027,234,1979,0,56.4657833972603,3.393897215,0,0,0,1.82178773835616,0.511372044109589,0.233827649863014,0,0
"3389",2027,234,1989,0,89.1845298630137,3.548235004,0,0,0,2.67038189315068,0.283495689041096,0.235944274520548,0,0.0353334223013699
"3390",2027,234,1999,0,57.2798473150685,13.01036475,0,0,0,2.53997142027397,0.199050164575342,0.374256435342466,0,0.0142958214356164
"3391",2027,234,2009,0,81.5961472328767,12.49542016,0,0,0,5.68650317808219,0.21111381090411,0.183060212986301,0,0
"3392",2027,234,2015,0,65.0177062191781,11.82408443,0,0,0,6.27031750684932,0.188494474027397,0.177975207068493,0,0
"3393",2028,40,1949,0,29.1568251780822,0,0,0,0,0.14472180509589,1.20280803424658,1.06042481780822,0,0.014548229769863
"3394",2028,40,1959,0,40.6839524931507,0,0,0,0,2.89044886849315,0.978454591506849,0.530483227123288,0.023920864830137,0.145688617479452
"3395",2028,40,1969,0,30.7522830684931,0,0,0,0,0.0256032210876712,0,0,0.0372102341917808,0
"3396",2028,40,1979,0,56.4657833972603,0,0,0,0,0.00131781284931507,0,0,0,0
"3397",2028,40,1989,0,89.1845298630137,0,0,0,0,0,0,0,0,0
"3398",2028,40,1999,0,57.2798473150685,0,0,0,0,0.139311644164384,0,0,0,0.00866703050136986
"3399",2028,40,2009,0,81.5961472328767,0.998968808,0,0,0,0,0,0,0,0
"3400",2028,40,2015,0,65.0177062191781,0.98135715,0,0,0,0,0,0,0,0
